,ORIGINAL_commentText,commentText,Label
117,"5  :  57  بتقول ايه الست دى 
هههههههههههههههههههههههههههههههههه",5  :  57  بتقول ايه الست دى  هههههههههههههههههههههههههههههههههه,N
118,6  لشهر كسه خاس بالسجن هههههههههههههههه,6  لشهر كسه خاس بالسجن هههههههههههههههه,P
119,٦  مسكينه احلام محد مخليها بحالها ياخى فلوسها وش دخلكم فيها  .,٦  مسكينه احلام محد مخليها بحالها ياخى فلوسها وش دخلكم فيها  .,N
120,"6  :  48  
احلا منه !  !  ! 
ترا انت الذكر مو هى  :  ) 

من زود الوقاحه رجع عادها  7  :  02",6  :  48   احلا منه !  !  !  ترا انت الذكر مو هى  :  )   من زود الوقاحه رجع عادها  7  :  02,P
121,7  الضربه  القاضيه  😂,7  الضربه  القاضيه  😂,N
122,7  وجع وينا فيه 🙁 كان يقولها من قبل بظربك بها المكان مو عبالى عارفه الحركه شات خشمها شوته كافى مسويه عمليت تجميل فيه 😂😂🌚💔,7  وجع وينا فيه 🙁 كان يقولها من قبل بظربك بها المكان مو عبالى عارفه الحركه شات خشمها شوته كافى مسويه عمليت تجميل فيه 😂😂🌚💔,N
123,"7  :  54  
حتى الكلمه ميعرف يلفظه😂",7  :  54   حتى الكلمه ميعرف يلفظه😂,N
124,8  تطالب بتعويض نفسى 😒خفى علينا,8  تطالب بتعويض نفسى 😒خفى علينا,N
125,"8  :  20  
وده يضربها نيشان",8  :  20   وده يضربها نيشان,N
127,٩  قصفها قصف 😂😂👌🏻👌🏻,٩  قصفها قصف 😂😂👌🏻👌🏻,N
128,9  مصدك بروحك انت مره  انقرضو ياعالم العراق اشرف من هيج نماذج تافهه  احذفها رجاءا .  .  .,9  مصدك بروحك انت مره  انقرضو ياعالم العراق اشرف من هيج نماذج تافهه  احذفها رجاءا .  .  .,N
129,٩  =  تدور فزعه من احلام  +  تبى تطيحها بمشكله,٩  =  تدور فزعه من احلام  +  تبى تطيحها بمشكله,N
132,amoor 😂 جبتها,amoor 😂 جبتها,N
134,arab idol  =  0  بفضل احلام,arab idol  =  0  بفضل احلام,N
135,"Arab idol من دون الفنانه والملكه احلام بالموسم الرابع رح يكون مو حلو 
وحتكون اللجنه ناقصه بدونها",Arab idol من دون الفنانه والملكه احلام بالموسم الرابع رح يكون مو حلو  وحتكون اللجنه ناقصه بدونها,N
155,MAHBOLA  مجنون,MAHBOLA  مجنون,P
156,"MAZABTA  .  
اللغام  (  احلام كوابيس  )  ليست ماده  دسمه  للنقض بل هى ماده  بجب ان تكون داخل القمامه  او تفتح عليها سيفون الحمام لان هذا هو مقامها و وزنها  . ",MAZABTA  .   اللغام  (  احلام كوابيس  )  ليست ماده  دسمه  للنقض بل هى ماده  بجب ان تكون داخل القمامه  او تفتح عليها سيفون الحمام لان هذا هو مقامها و وزنها  . ,P
157,mbc انتو قناه  معروفه  ومحترمه  شنو هاى الخايسه  احلام مخلينهه  بالقناه  والله خربت قناتكم,mbc انتو قناه  معروفه  ومحترمه  شنو هاى الخايسه  احلام مخلينهه  بالقناه  والله خربت قناتكم,P
158,MOHA HANI احسن توصيف فعلا تشبه القذافى هذاك خبل وهذى خبله,MOHA HANI احسن توصيف فعلا تشبه القذافى هذاك خبل وهذى خبله,P
159,New ياnoاتكلم انجليزى زين ولالتتكلمين,New ياnoاتكلم انجليزى زين ولالتتكلمين,N
164,She will be proud of you ههههههه وش يقولونها بالعربى  ، ههههه  ،  اول شئ ليست فنانه وانما سميتموها باسم ليس له محل فى الاعراب  ،  الفنان هو من يحفظ مبادئه  واخلاقه واسلوبه وطريقه  تعامله ،  ولكن هذى طقاقه ثم مطربه ثم فنانه  ،  انا لا اقصد الشماته ولكن الحق يقال  ،  ارجوا من صاحب المقطع بالحذف لان الناس كثر الكره فى قلوبهم من كلمه  كنتاكى ومع هذا الفيديو سوف تسبب جلطات للعالم من سخافه  عقلها وطريقه  اسلوبها  ،  نسال الله ان يهديها ويجعلها حقا تقراكتاب الله وتكون متخرجه  من كليه  الشريعه  فعفوا لن يجتمع الغناء مع القران للاسف كاذبه ✋🏻,She will be proud of you ههههههه وش يقولونها بالعربى  ، ههههه  ،  اول شئ ليست فنانه وانما سميتموها باسم ليس له محل فى الاعراب  ،  الفنان هو من يحفظ مبادئه  واخلاقه واسلوبه وطريقه  تعامله ،  ولكن هذى طقاقه ثم مطربه ثم فنانه  ،  انا لا اقصد الشماته ولكن الحق يقال  ،  ارجوا من صاحب المقطع بالحذف لان الناس كثر الكره فى قلوبهم من كلمه  كنتاكى ومع هذا الفيديو سوف تسبب جلطات للعالم من سخافه  عقلها وطريقه  اسلوبها  ،  نسال الله ان يهديها ويجعلها حقا تقراكتاب الله وتكون متخرجه  من كليه  الشريعه  فعفوا لن يجتمع الغناء مع القران للاسف كاذبه ✋🏻,N
170,this moment  .  .  .  السنه  ههههههه,this moment  .  .  .  السنه  ههههههه,N
171,this moment السنه  😂😂😂 اكسوزمى 😂😂😂😂,this moment السنه  😂😂😂 اكسوزمى 😂😂😂😂,N
172,This moment هذه السنه😹😹😹,This moment هذه السنه😹😹😹,N
173,tواش دخل كلامك بالفيديو  . احلام مثال على كلامك و لا تستخدمها كا طعم لاجتذاب ناس لقناتك . اسلوب تلهيت ناس فى سخافات شئ موجود فى عالم كله منذ قرون لا جديد فى انها اداه مفيده . يريت تكون صريح فى كلامك و تاتى بامثله  .  .  . بدال ما تجى على حيطه الهبيطى .,tواش دخل كلامك بالفيديو  . احلام مثال على كلامك و لا تستخدمها كا طعم لاجتذاب ناس لقناتك . اسلوب تلهيت ناس فى سخافات شئ موجود فى عالم كله منذ قرون لا جديد فى انها اداه مفيده . يريت تكون صريح فى كلامك و تاتى بامثله  .  .  . بدال ما تجى على حيطه الهبيطى .,N
174,U,U,N
175,Very stupide 👎👎👎👎👎👎وعن جد حقيره  اكرها موووووت,Very stupide 👎👎👎👎👎👎وعن جد حقيره  اكرها موووووت,P
179,"WTF  كل من هب و دب صنع كاظم الساهر 😂😂😂😂😂
كاظم الساهر صنعه تعبه على نفسه",WTF  كل من هب و دب صنع كاظم الساهر 😂😂😂😂😂 كاظم الساهر صنعه تعبه على نفسه,N
182,آخر كلمه صدكينى مااحب كاظم بس احب العراق,آخر كلمه صدكينى مااحب كاظم بس احب العراق,N
183,آنتى فجره والله,آنتى فجره والله,P
184,آه يا حقيره  يا احلام,آه يا حقيره  يا احلام,P
185,آه يا مصريات رجال لا يوجد عندكم بلاد الراقصات والعاهرات تركوا السياسه  لاصحاب المواقف يا خونه,آه يا مصريات رجال لا يوجد عندكم بلاد الراقصات والعاهرات تركوا السياسه  لاصحاب المواقف يا خونه,P
186,آهداء من الشعب آلسعودى لمريم حسين 🖕🏻,آهداء من الشعب آلسعودى لمريم حسين 🖕🏻,N
187,آولا سيرين عبد النور محترمه  غير باقى الفنانات وثانيا هذا مو كلسون يا غبى !  هذا مثل رباط ابيض ينلبس على الفخد,آولا سيرين عبد النور محترمه  غير باقى الفنانات وثانيا هذا مو كلسون يا غبى !  هذا مثل رباط ابيض ينلبس على الفخد,N
188,آيه الارف ده الله  ، يقرفهم قرفونا,آيه الارف ده الله  ، يقرفهم قرفونا,P
189,احلام    يا  جاهله   وينك من راغب     هههههههههههههههههههههههههههههههههههههههه,احلام    يا  جاهله   وينك من راغب     هههههههههههههههههههههههههههههههههههههههه,P
190,اااحبك احلام صح نانسى جميله ولكنها حاقده بس انتى مشكلتك عصبيه,اااحبك احلام صح نانسى جميله ولكنها حاقده بس انتى مشكلتك عصبيه,N
191,اااحبك احلام صح نانسى جميله ولكنها حاقده بس انتى مشكلتك عصبيه,اااحبك احلام صح نانسى جميله ولكنها حاقده بس انتى مشكلتك عصبيه,N
192,ابتسم ياقيصر فانك جالطهم 😂,ابتسم ياقيصر فانك جالطهم 😂,N
193,ابشع خادمه  فى الخليج احلام,ابشع خادمه  فى الخليج احلام,P
194,ابله فاهيتا😂دى وجبه,ابله فاهيتا😂دى وجبه,N
195,"ابنائى الاعزاء 
لم اعلم لما قال صباح الامى عن كاظم الساهر 
هذا الشيء 
ولكن اعلم بابن الكويت صباح اللامى وهو عراقى الجنسيه 
ولديه بنات خاله كويتيات 
هو من اهل الكويت ولكن سافر للامارات والبحرين وقطر
من بعد الغزوا
ولكن اعلم ان صباح الامى لم يقصد بالاساءه لتوضيح
رايه بنعمه ام نغمتين
وهذا لا يفسد للود قضيه 
واعتقد ان كاظم الساهر اكبر مما ذكر
برايي

وهذا للعلم 
الناديا",ابنائى الاعزاء  لم اعلم لما قال صباح الامى عن كاظم الساهر  هذا الشيء  ولكن اعلم بابن الكويت صباح اللامى وهو عراقى الجنسيه  ولديه بنات خاله كويتيات  هو من اهل الكويت ولكن سافر للامارات والبحرين وقطر من بعد الغزوا ولكن اعلم ان صباح الامى لم يقصد بالاساءه لتوضيح رايه بنعمه ام نغمتين وهذا لا يفسد للود قضيه  واعتقد ان كاظم الساهر اكبر مما ذكر برايي  وهذا للعلم  الناديا,N
196,اتمنى من الجميع ابداء الراى بادب من دون سب وقذف وشكرا 😘,اتمنى من الجميع ابداء الراى بادب من دون سب وقذف وشكرا 😘,N
197,اتنمى لو كان الاعلام سخر الموارد الماليه  فى انشاء برامج تثقيفيه  علميه  وليست برامج للغناء ،  لكانت الفائده  تعم العالم العربى  ،  ولكان خير من هذا الجنون هناك من البشر من يموت لاجل لقمه  العيش  ،  ارجوا ان تصل الرساله  بالعلم تتقدم الامم والحضارات وليس بالغناء .,اتنمى لو كان الاعلام سخر الموارد الماليه  فى انشاء برامج تثقيفيه  علميه  وليست برامج للغناء ،  لكانت الفائده  تعم العالم العربى  ،  ولكان خير من هذا الجنون هناك من البشر من يموت لاجل لقمه  العيش  ،  ارجوا ان تصل الرساله  بالعلم تتقدم الامم والحضارات وليس بالغناء .,N
198,اتوقع مها محمد لانه بينهم مشاكل,اتوقع مها محمد لانه بينهم مشاكل,N
